geo,target,feature,kind,pearson_r,p_pearson,spearman_r,p_spearman,n
BE,rail_investment_pct_gdp,gdp_per_capita_usd,delta,-0.3143648323309523,0.13593899696929504,-0.21283267330722444,0.3219482870735809,24
SE,rail_investment_pct_gdp,gini_coefficient,level,-0.3141786080859171,0.11888181209251118,-0.37188081757876784,0.06103097312550143,26
ES,rail_investment_pct_gdp,rail_fatalities,level,0.3139451963228561,0.16804841449667604,0.45573445941469776,0.03688672581880328,21
TR,rail_investment_pct_gdp,birth_rate,delta,0.3139212129056425,0.14623777804519936,0.28276274791946954,0.19361087700557494,23
FI,rail_investment_pct_gdp,exports_pct_gdp,level,-0.3138954990741467,0.07049005159158579,-0.3281358179158282,0.05780851481163075,34
NO,rail_investment_pct_gdp,rail_employees,level,-0.31377010270172684,0.30448621500598466,-0.2921161196603396,0.3413706368626604,13
DK,rail_investment_pct_gdp,rail_train_km,delta,0.31372613816693196,0.2607160733726629,0.1993789103309489,0.4838990188820497,15
LV,rail_investment_pct_gdp,electricity_access_pct,delta,0.31363240817255006,0.0979277715775097,0.30090154886482495,0.11335317804166634,29
DK,rail_investment_pct_gdp,material_deprivation_pct,level,-0.3133922731585928,0.3590029379527373,-0.2331536866393176,0.5017025676541942,11
LT,rail_investment_pct_gdp,gdp_growth_pct,level,0.3125931043714618,0.11309996928972342,0.2308830338234327,0.24937944410861004,27
BE,rail_investment_pct_gdp,rail_electrified_km,delta,0.3123073959325025,0.1387049604824865,0.440700307696899,0.030157575114866244,24
NL,rail_investment_pct_gdp,gini_coefficient,level,0.3109150392093137,0.33470804532001613,0.3287191337115754,0.305752810020391,12
LT,rail_investment_pct_gdp,education_spend_pct_gdp,delta,-0.3109143657592601,0.13149376484982075,-0.44033574367746675,0.026629104607172153,25
FR,rail_investment_pct_gdp,rail_passengers,delta,-0.310792936490684,0.36328614631372297,-0.10165188194957146,0.7729552801461209,11
LT,rail_investment_pct_gdp,gdp_per_capita_usd,delta,0.3106562259861126,0.11550991895557178,0.08598216273243901,0.6728297707048365,27
EE,rail_investment_pct_gdp,birth_rate,level,-0.31006557264329815,0.15161590505133285,-0.19034597460583824,0.388817799481107,23
NO,rail_investment_pct_gdp,net_earnings_eur,delta,0.31004983291692667,0.2143544463573952,0.5278482227199212,0.022962891067135064,18
FR,rail_investment_pct_gdp,urban_population_pct,level,-0.30972583507672624,0.13307936540743273,-0.09892654757844918,0.6415524956666105,25
BE,rail_investment_pct_gdp,rail_employees,level,0.3083149468250414,0.33904856931456906,0.2447749730955097,0.4535309304937025,12
HR,rail_investment_pct_gdp,internet_users_pct,delta,0.30823859995647956,0.09782649412652153,0.33081235575774975,0.07407881503031477,30
DE,rail_investment_pct_gdp,gdp_pps,delta,0.30822365334269874,0.2906873450645875,0.037857581458351816,0.9000331830175834,14
NO,rail_investment_pct_gdp,rail_freight_tonnes,delta,0.3080664055746906,0.23350744066637458,0.21399729384098226,0.4160606923736088,17
DK,rail_investment_pct_gdp,rail_passengers,delta,0.3077064508588869,0.2706273558637157,0.5950289006392385,0.01757989253927741,15
CZ,rail_investment_pct_gdp,compensation_employees_meur,delta,-0.30757441704946853,0.1050614818355625,0.014121657287651818,0.9425928409341328,29
NO,rail_investment_pct_gdp,material_deprivation_pct,level,0.30742607534154215,0.2520083665052783,0.3788546730412879,0.15054430080954861,16
DK,rail_investment_pct_gdp,rail_electrified_km,level,-0.3066272641723517,0.17890099113695107,-0.15943962061061226,0.4950707448933273,21
