geo,target,feature,kind,pearson_r,p_pearson,spearman_r,p_spearman,n
CH,rail_investment_per_network_km,education_spend_pct_gdp,delta,0.11892318826974453,0.7518983788068994,0.16153282955200762,0.6663577451487662,10
LT,rail_investment_per_network_km,death_rate,delta,0.11857364616773493,0.5594656113070038,0.25723820923842594,0.19734251731833016,27
SI,rail_investment_per_network_km,fertility_rate,delta,-0.11855620567723237,0.5436008626330995,-0.11632122432292391,0.5512946551915638,29
FI,rail_investment_per_network_km,rail_train_km,delta,-0.1173577129626328,0.626883332056914,0.04935252516762543,0.8386261389636196,20
FR,rail_investment_per_network_km,homicide_rate,delta,0.11713534479315045,0.6275425552805419,0.13854140334754805,0.5653466675114407,20
CZ,rail_investment_per_network_km,gdp_per_capita_eur,delta,0.117093252939242,0.548631411901493,-0.09938542253516922,0.6111401123268396,29
ES,rail_investment_per_network_km,rail_seat_km,delta,0.1170848350165974,0.7241837000340794,0.32402131708800525,0.31326202030517436,12
CZ,rail_investment_per_network_km,gdp_growth_pct,delta,-0.11693838272275399,0.5569491030263698,-0.3086386051012351,0.11066754488693335,28
HU,rail_investment_per_network_km,gdp_current_meur,delta,0.11682330431796555,0.5495619780363231,0.3394029147215621,0.0715323477003438,29
NO,rail_investment_per_network_km,ppp_factor,delta,0.1166822179065438,0.6093978212599876,-0.12706590551747896,0.5776111126980638,22
MK,rail_investment_per_network_km,rail_electrified_km,delta,0.11650488778958697,0.774357868805237,0.37973240895026594,0.32749301689117644,9
HR,rail_investment_per_network_km,rail_freight_tonnes,delta,0.11647307081125866,0.6295074584445972,0.30807080647379936,0.18923402291989178,20
RS,rail_investment_per_network_km,internet_users_pct,delta,-0.11645321503564246,0.7407346692032251,-0.044349517074981165,0.90011053439937,11
EE,rail_investment_per_network_km,rail_freight_tonne_km,delta,0.11633415058320866,0.6508299810084335,0.3236512188410964,0.19351916852432618,18
NL,rail_investment_per_network_km,gdp_current_meur,delta,0.11617539776368084,0.7413364571216887,-0.20226284483905635,0.5618577151311932,11
EE,rail_investment_per_network_km,homicide_rate,delta,0.11583392873579793,0.6748300980370079,-0.021247729174022168,0.9389248066133534,16
DE,rail_investment_per_network_km,exports_pct_gdp,delta,0.11553363696433899,0.7277233858346842,-0.05522830487990909,0.868272101259062,12
