country_code,year,n_regions,mean_network,std_network,mean_elec,std_elec,cv_network,cv_elec
SE,2009,8,1392.125,537.1595765824954,995.375,413.9105967994262,0.38585585100655145,0.41583382825510606
FI,2013,4,1486.0,1085.962860015633,793.0,423.0610673019519,0.7307960027023102,0.5334944102168372
SK,2022,4,906.5,450.2454885948331,396.25,188.2026832964929,0.49668559138977725,0.47495945311417764
EL,2011,13,196.46153846153845,191.88217538575392,33.69230769230769,59.60339002577037,0.9766907909220052,1.769050388892728
PL,2014,15,1170.8666666666666,402.5415447355654,696.0,399.6289350313434,0.3437979371994239,0.5741795043553785
SK,2015,4,907.0,451.2922187083073,397.0,189.706791303492,0.4975658420157743,0.47785085970652896
FR,1990,25,1360.96,755.9081998937878,502.4,419.34572053776026,0.5554227897173963,0.8346849532996821
IT,1994,19,764.2631578947369,527.1056021230221,473.36842105263156,370.4356610092614,0.6896912361639983,0.7825525416028427
BE,1994,11,305.09090909090907,124.55477071991626,214.8181818181818,95.37695547858317,0.4082546120140283,0.4439892129769001
ES,2017,19,837.0,822.2860410668135,532.7894736842105,569.0575619143724,0.9824205986461332,1.0680720810405093
PL,2023,17,1149.3529411764705,378.41262881550193,717.9411764705883,383.4894833284603,0.3292397098041626,0.5341516769015834
SE,2023,8,1363.0,527.2743931903822,1023.625,410.56474606849247,0.3868484176011608,0.40108901801782143
BG,2020,6,671.5,133.21674068974966,478.5,109.64442530288534,0.19838680668614989,0.22914195465597773
BG,2009,6,691.6666666666666,141.44068250212405,472.1666666666667,132.3879400348335,0.20449255301511912,0.28038391818178643
EL,2012,13,172.92307692307693,175.65660701990004,33.61538461538461,59.52805845640981,1.0158077808090304,1.770857574218141
TR,2017,26,392.5769230769231,260.1693560859039,160.23076923076923,201.2376322047758,0.6627219808203686,1.2559237727614427
ES,1994,19,665.578947368421,702.2577332978315,368.36842105263156,421.36592839720095,1.0551080920970108,1.1438709300681267
AT,1997,9,624.3333333333334,627.0779457132901,375.6666666666667,288.02690846516407,1.0043960689481422,0.7667087181858848
BE,1993,11,310.0,124.15152032899154,214.72727272727272,95.14945182090217,0.4004887752548114,0.44311768417862996
FR,2011,25,1186.84,667.2571768066642,640.6,483.2489868932301,0.5622132526765733,0.7543693207824385
ES,1995,19,646.3684210526316,679.0068900424694,360.7894736842105,412.42784944054404,1.0504951478549727,1.143126059718503
CZ,2001,8,1190.375,519.9705863933899,,,0.43681242162628575,
HR,2020,4,654.25,449.8180187586976,242.5,154.80848383298206,0.6875323175524609,0.6383855003421941
SK,2024,4,907.25,450.60209719884796,395.5,188.2064469317315,0.4966680597397057,0.47586965090197597
PT,2011,5,558.8,344.08385605837424,326.0,225.36525907956621,0.6157549321016004,0.6913044757041908
SK,2012,4,908.0,452.1961226429671,396.5,189.98333260227506,0.4980133509283779,0.47915090189728893
SK,2016,4,906.75,451.1307090707378,397.0,188.34719712983963,0.49752490661233834,0.47442618924392854
UA,2023,24,823.4166666666666,310.1361435502671,426.95454545454544,346.491321580694,0.3766454531528393,0.8115414750106748
PL,2013,15,1174.9333333333334,415.24321043157806,697.8,413.69574741417324,0.3534185290781701,0.5928571903327218
AT,1993,9,616.5555555555555,623.6906507057628,360.0,263.8849180987803,1.0115725097047874,0.7330136613855008
CZ,2023,8,1189.25,534.2401145552437,409.625,162.06871338152484,0.4492243973556811,0.395651421132804
IT,2019,20,835.55,538.0432847975983,631.3684210526316,436.42247759180367,0.6439390638472842,0.6912326670760478
TR,2005,26,334.5,217.30370452433618,73.84615384615384,102.86250718612386,0.6496373827334415,1.392929784812094
EL,2008,13,196.30769230769232,190.05586223326753,20.384615384615383,53.53742999300966,0.9681529032258925,2.6263644902231156
RO,1995,8,1422.0,546.8637855993026,483.25,207.3208348705662,0.38457368888839844,0.42901362621948513
EL,2010,13,196.30769230769232,190.05586223326753,20.384615384615383,53.53742999300966,0.9681529032258925,2.6263644902231156
BG,2017,6,671.6666666666666,133.50455672622815,478.3333333333333,109.49824960549216,0.19876608941870197,0.22891620126583728
EL,2014,13,172.15384615384616,176.88595485691064,49.4,67.38809654201219,1.0274876734315632,1.3641315089476154
FI,2011,4,1486.0,1085.962860015633,793.0,423.0610673019519,0.7307960027023102,0.5334944102168372
DE,2007,9,1208.4444444444443,926.7097861670491,,,0.7668617208075986,
DE,1990,4,516.5,537.333229942091,154.75,88.67308873985763,1.0403353919498373,0.5730086509845405
IT,2007,21,814.65,511.9372160313164,575.6,412.75753045507054,0.6284136942629551,0.71709091461965
NL,2012,12,251.16666666666666,152.803399137188,188.75,143.56634513194746,0.6083745154765282,0.7606163980500528
FI,2017,4,1481.5,1074.4352004658076,832.75,454.33201882910845,0.7252346948807341,0.5455803288251078
IT,2015,20,832.8,532.0651523223349,662.5555555555555,411.0623571161783,0.6388870705119296,0.6204194556507806
FR,2002,25,1260.08,717.81624389533,577.0,450.02342531620883,0.5696592628208764,0.7799366123331175
FR,2008,25,1249.36,703.6127533428219,612.56,470.84490369264194,0.5631785500919045,0.7686510769437148
SE,2021,8,1364.0,527.3553965645126,1023.25,411.0511786001488,0.3866241910297013,0.4017113888103091
HU,2008,6,1157.1666666666667,292.4882333815613,341.5,96.81270577770255,0.2527624082225793,0.28349254986150085
PT,2005,5,568.0,357.28560004567777,287.2,187.14619953394725,0.6290239437423905,0.6516232574301785
TR,1996,26,331.03846153846155,215.597677310166,60.96,96.62922263304547,0.6512768223613705,1.585125043193003
BG,2008,6,690.6666666666666,141.5678871307567,471.1666666666667,132.80875975125537,0.20497280955225392,0.281872146624525
FI,2024,4,1478.75,1073.6959144313937,908.75,497.2667795057297,0.7260834586180177,0.5471986569526599
NL,2011,12,251.16666666666666,152.803399137188,188.75,143.56634513194746,0.6083745154765282,0.7606163980500528
PT,2007,5,567.8,356.9659647641495,287.2,187.14619953394725,0.6286825726737398,0.6516232574301785
PT,2014,5,509.2,314.7271834462349,326.2,239.22102750385469,0.6180816642699036,0.7333569206126753
BG,2016,6,671.5,133.5750725247791,478.1666666666667,109.56170255461835,0.19892043562885942,0.22912869129582086
EL,2004,13,188.3846153846154,184.71218082083743,6.3076923076923075,22.742708045234394,0.9805056556434817,3.6055512754639896
ES,2004,19,675.7368421052631,705.1150293947525,395.89473684210526,442.2046905044015,1.0434757814861202,1.1169754213751169
FR,2000,25,1269.6,716.3707722494919,567.24,440.4196180916558,0.5642491904926685,0.7764255308011703
HU,2009,6,1097.8333333333333,224.33494303533425,368.8333333333333,43.682567079633344,0.20434335178563923,0.11843443401617718
SE,2024,8,1362.75,527.266739218125,1024.0,410.9661091344916,0.3869137693767199,0.40133409095165196
SK,2003,4,917.0,451.6141420873945,389.25,190.06380507608492,0.492490885591488,0.48828209396553607
CZ,2017,8,1196.0,537.3559607666306,404.5,162.494835082754,0.4492942815774503,0.40171776287454636
PL,2010,15,1227.0666666666666,432.42628879162197,700.2666666666667,416.08540789922773,0.3524065159118945,0.5941813707624158
SK,2020,4,906.75,450.4615225891478,396.25,188.20445442833352,0.4967869011184426,0.47496392284752936
TR,2007,26,334.5,217.30370452433618,73.84615384615384,102.86250718612386,0.6496373827334415,1.392929784812094
HU,2000,6,1153.1666666666667,257.12519648347705,356.5,70.23318304049731,0.22297314335899152,0.197007526060301
RO,2007,8,1347.125,522.843171651746,496.75,158.12178850493692,0.3881177853961184,0.31831260896816693
FI,2016,4,1481.5,1074.4352004658076,817.5,451.84695048950664,0.7252346948807341,0.552717982250161
NO,2015,3,706.3333333333334,236.54668320087123,226.66666666666666,219.66413756763606,0.33489384124710414,0.9691064892689827
PL,2002,15,1291.6,478.48702027477043,718.9333333333333,452.0286758708166,0.3704606846351583,0.6287490855028051
EL,2013,13,174.23076923076923,175.8323793873746,33.61538461538461,59.47483846347471,1.0091924644749977,1.7692743707669825
FI,2022,4,1479.5,1074.0218805964803,857.0,452.86863437425205,0.7259357084126261,0.528434812572056
FR,2017,27,1050.2222222222222,687.3890026947195,594.5555555555555,508.81977565987364,0.654517670784223,0.8557985387663731
SE,2017,8,1359.375,512.4785535582371,1023.625,402.2951785869248,0.37699571756008243,0.39301031001287073
IE,2023,3,560.0,172.71074083565273,53.0,,0.3084120372065227,
NL,2016,12,254.75,152.2295664747519,192.75,139.59560099867696,0.5975645396457385,0.7242313929892449
NO,2023,6,650.5,223.81845321599377,418.0,320.8470040377501,0.34407141155417953,0.7675765646836127
PL,2004,15,1236.0666666666666,453.42040830411094,706.2666666666667,426.7224703090601,0.36682520492754783,0.6041945492388051
TR,1995,26,328.8076923076923,216.191585262844,44.714285714285715,93.47360207948705,0.6575016044957239,2.0904639442696786
ES,1991,19,756.1052631578947,778.6203535554155,361.2631578947368,426.548921527344,1.0297777194454194,1.1807152548105386
ES,2021,19,854.4736842105264,845.9101849107105,558.3157894736842,592.6827943654532,0.9899780420882969,1.0615547787465698
RO,2002,8,1375.25,505.77938442989716,493.75,194.98259995628914,0.3677726845518249,0.39490146826590206
RO,2003,8,1384.625,510.9964879666843,495.625,196.30583828011112,0.3690504562366592,0.39607735340249406
AL,2018,3,,,0.0,0.0,,
NL,2008,12,240.75,144.41362627725076,179.5,131.19763024467395,0.5998489149626199,0.7309060180761779
SE,1994,6,1359.3333333333333,631.125555390262,912.0,439.4378226780212,0.4642905017584076,0.48183971784870744
CZ,2012,8,1196.375,535.6227183648687,402.125,165.146201461441,0.4477047066052606,0.41068374625164067
NL,2013,12,251.16666666666666,152.803399137188,188.75,143.56634513194746,0.6083745154765282,0.7606163980500528
RO,1992,8,1428.75,543.3588001627338,472.75,195.36979588170007,0.38030362216114355,0.4132623921347437
CZ,2021,8,1190.375,534.7896615893552,404.875,161.0292231686091,0.4492615029628102,0.39772577503824413
PT,2008,5,568.4,356.28120915928196,292.2,187.8541987819277,0.6268142314554573,0.6428959575014638
PT,2019,5,505.0,314.9666649028116,339.2,234.22574580946477,0.6236963661441813,0.6905240147684693
EL,2007,13,196.23076923076923,189.90969513874828,15.307692307692308,49.49307125814787,0.9677875487274511,3.233215710331268
HU,2016,8,929.75,401.37718278091353,412.6666666666667,119.43477997077179,0.43170441815640065,0.28942192238474584
HU,1999,6,1148.1666666666667,258.5091229853729,340.1666666666667,66.706571390431,0.2251494756731365,0.19609967091748454
IT,1992,19,761.2105263157895,521.5155882348387,,,0.6851134741382794,
PT,2013,5,509.0,314.9142740493038,326.0,239.30106560565082,0.618692090470145,0.7340523484835915
SK,2002,4,914.25,450.8823756443211,389.25,191.87213624355846,0.4931718628868702,0.49292777454992537
FR,2021,27,1041.5185185185185,675.1539636585678,619.8148148148148,515.6364280439522,0.6482399992454512,0.8319201408537024
TR,1997,26,331.03846153846155,215.597677310166,68.24,100.20449091732367,0.6512768223613705,1.468412821180007
RO,2001,8,1376.875,506.10033943026417,493.75,198.82134837946495,0.3675717399402736,0.40267614861663786
TR,1994,26,325.0769230769231,212.26585652467486,44.714285714285715,93.47360207948705,0.6529711629959236,2.0904639442696786
HR,2018,4,651.0,450.7142479812829,242.5,154.80848383298206,0.6923413947485144,0.6383855003421941
NO,2018,6,646.8333333333334,218.11686470024887,409.3333333333333,303.9918858566239,0.3372072115953345,0.7426511869461497
PT,2023,7,361.0,225.96754929266578,256.0,181.07364984079453,0.6259488900073844,0.7073189446906036
SE,1995,6,1355.3333333333333,637.1174669295032,921.3333333333334,452.3041749383557,0.47008175130066643,0.49092348944105174
BE,1991,11,315.0,124.29802894656055,208.27272727272728,96.18429280198602,0.3945969172906684,0.46181895278125107
FR,1991,25,1335.96,739.2894381318682,511.16,418.1099018200837,0.5533769260545737,0.8179628723297669
NO,2022,6,650.5,223.81845321599377,413.0,311.0575509451587,0.34407141155417953,0.7531659829180598
HR,2021,4,654.25,449.8180187586976,248.5,151.75528546533945,0.6875323175524609,0.6106852533816477
PL,2006,15,1226.8,441.35152818198264,699.4,407.3951749486346,0.359758337285607,0.5824923862576988
PT,2003,5,563.8,370.43919878976095,269.0,167.35192459803582,0.6570400829899982,0.622126113747345
BG,2006,6,691.0,140.80482946262887,485.3333333333333,137.77034030104835,0.20376965189960763,0.2838674594115007
CZ,2014,8,1195.125,535.9206864293046,402.0,163.72974247652309,0.44842228756766417,0.4072879166082664
ES,2024,19,855.6315789473684,844.2548463669219,575.7368421052631,593.0435474084571,0.986703701849758,1.0300600969705354
FR,2019,27,1051.6296296296296,685.9451171221381,620.2222222222222,517.0580486183594,0.6522687244593128,0.8336657896032309
NO,2019,6,646.8333333333334,218.11686470024887,409.3333333333333,303.9918858566239,0.3372072115953345,0.7426511869461497
TR,1998,26,331.03846153846155,215.597677310166,68.24,100.20449091732367,0.6512768223613705,1.468412821180007
DE,2024,9,1281.111111111111,937.6080530323485,,,0.7318709867555192,
RO,2004,8,1381.625,510.7518093108293,495.625,196.30583828011112,0.36967470139207764,0.39607735340249406
SK,2010,4,905.5,450.7967021470617,394.25,189.77947728877325,0.4978428516256893,0.4813683634464762
CZ,2020,8,1192.75,533.8872941521861,405.125,162.48818638376673,0.44761039124056684,0.4010816078587269
PL,2011,15,1226.9333333333334,428.84353901205145,697.8666666666667,415.1890905989474,0.34952472751471264,0.5949404240527523
RO,1999,8,1372.625,515.2660720443371,492.75,200.5170103222453,0.375387357832137,0.40693457193758564
CZ,1999,8,1180.5,518.7303180431454,,,0.43941577131990295,
EL,2001,13,200.0,195.4469237414598,6.846153846153846,24.6841587320227,0.9772346187072991,3.60555127546399
EL,2017,13,172.30769230769232,176.9111757424163,40.92307692307692,66.79254142300313,1.026716644933666,1.6321485686072195
TR,2020,26,399.15384615384613,261.70023955781045,197.8846153846154,224.46796242191476,0.6556375244269678,1.1343376137939327
TR,2024,26,439.11538461538464,325.1007630779204,252.69230769230768,311.34261118334183,0.7403538442695918,1.2321016576509722
ES,2020,19,848.5263157894736,844.1473257686357,549.9473684210526,589.1995015540821,0.9948392996901179,1.071374344868175
HU,2021,9,843.8888888888889,481.90752340164926,357.8888888888889,176.7671098115006,0.5710556564338174,0.49391617146957634
EL,2023,13,140.15384615384616,176.2450217518432,56.76923076923077,86.36275609905951,1.2575111321481678,1.5212951616365498
IT,2000,19,763.6315789473684,527.1437934258246,501.42105263157896,391.37610722927576,0.6903116737949319,0.780533855080953
SE,2015,8,1363.375,517.7197083640639,1029.375,411.173907419789,0.37973390179815814,0.3994403472201957
TR,2021,26,405.61538461538464,266.61163919425235,206.80769230769232,232.79502043313025,0.6573015948274759,1.1256593883692367
AT,1994,9,620.4444444444445,625.2487727119324,363.77777777777777,266.69588381608827,1.007743365760636,0.7331285749373226
IE,2016,3,560.0,172.71074083565273,145.0,,0.3084120372065227,
NL,2010,12,251.08333333333334,152.9512449551599,188.75,143.56634513194746,0.6091652636780347,0.7606163980500528
TR,2006,26,334.5,217.30370452433618,73.84615384615384,102.86250718612386,0.6496373827334415,1.392929784812094
NL,2020,12,253.5,149.29135638378094,185.33333333333334,130.2335896717428,0.5889205380030806,0.7026992248475331
TR,2015,26,389.65384615384613,262.2770965689063,131.65384615384616,205.6501772054072,0.6731028043422727,1.5620521785978927
AT,1991,9,619.2222222222222,627.9870177355933,356.77777777777777,256.8860534253357,1.014154523527784,0.7200169669349179
EL,1994,13,190.30769230769232,188.0467072366972,0.0,0.0,0.9881193185436796,
EL,2022,13,153.07692307692307,180.56829803819457,56.76923076923077,86.36275609905951,1.1795918967319243,1.5212951616365498
ES,1993,19,663.2105263157895,711.4707442214619,362.8421052631579,423.9292738650706,1.0727675692570253,1.1683574417517177
CZ,2019,8,1195.25,535.5311782306824,404.5,160.89126763127948,0.4480495111739656,0.3977534428461792
FI,2012,4,1486.0,1085.962860015633,793.0,423.0610673019519,0.7307960027023102,0.5334944102168372
NL,2006,12,233.08333333333334,129.49935649775767,168.41666666666666,114.34354800204939,0.5555925198330683,0.678932496795939
RO,2010,8,1348.125,523.342946150719,502.5,158.09581181766237,0.38820060910577203,0.31461853098042264
ES,2023,19,855.3684210526316,844.0556992235837,575.3157894736842,593.0487194368866,0.9867744453143054,1.0308229502608037
HU,2024,9,826.3333333333334,469.1060647657414,374.1111111111111,183.52822973894536,0.5676959234760888,0.49057144866364966
NL,2009,12,241.33333333333334,144.14975378109918,179.5,131.19763024467395,0.59730560959019,0.7309060180761779
PL,2018,15,1167.9333333333334,380.69906875691316,698.8,399.377408331661,0.3259595885240994,0.5715189014477118
RO,2006,8,1348.625,522.3988453006272,495.625,149.8083895228454,0.3873566375386984,0.3022615677636225
RO,2020,8,1346.125,520.1575139183459,504.25,158.069378980967,0.3864110048608754,0.31347422703216066
CZ,2011,8,1196.625,536.033031364939,401.0,163.65818036383027,0.4479540636080134,0.40812513806441464
DE,2013,9,1215.111111111111,908.2141053249014,,,0.7474329689030828,
PT,2024,7,360.85714285714283,225.7191681207931,255.85714285714286,181.24240542381224,0.6255083835493079,0.7083734438674962
EL,2016,13,172.30769230769232,176.9111757424163,52.0,70.54234346987788,1.026716644933666,1.3565835282668823
ES,2006,19,685.4736842105264,722.9705210235102,406.42105263157896,464.3364818976134,1.054702080731472,1.1425010562101339
FI,2009,4,1479.75,1074.7968412681532,766.75,410.81656490458124,0.7263367739605698,0.5357894553695223
RO,2023,8,1326.375,467.4471513291254,504.0,157.32586745805207,0.3524245792699089,0.3121544989247065
DE,2010,9,1212.7777777777778,916.2356107707474,648.7777777777778,506.59445757375244,0.7554851577587472,0.7808443428949772
RO,2013,8,1346.0,522.0415965911419,503.625,157.0167757188475,0.38784665422818865,0.31177319576837426
RO,2019,8,1344.875,521.051529532897,503.625,157.32399462801052,0.3874349136781463,0.31238321097644184
SE,2022,8,1364.125,527.6217361221687,1023.125,411.1125801668304,0.3867840088864061,0.4018204815314164
BG,2019,6,671.6666666666666,133.50455672622815,478.3333333333333,109.49824960549216,0.19876608941870197,0.22891620126583728
DE,2012,9,1219.3333333333333,910.196682041854,,,0.7464707616526961,
SE,2012,8,1392.375,532.3763270201151,1024.125,408.1023812371456,0.38235125380742624,0.39848883801991514
FI,2014,4,1486.0,1085.962860015633,814.0,457.2533943741333,0.7307960027023102,0.5617363567249795
HU,2014,6,1128.5,175.5582524406073,394.5,87.32410892760373,0.1555677912632763,0.2213538882828992
PL,2007,15,1226.6,436.5271714665324,700.8666666666667,409.68173477655046,0.35588388347181843,0.5845359099827125
CZ,2018,8,1196.5,535.9826756262077,404.375,161.85878986679364,0.44795877611885304,0.4002690321280832
FR,2004,25,1242.88,702.2711560833654,582.36,454.91912101676564,0.5650353663132124,0.7811647795466131
HU,2006,6,1107.3333333333333,302.9657846468255,318.1666666666667,114.64975650504745,0.2735994442927383,0.3603449654427892
NL,2024,12,253.58333333333334,149.24138978260163,188.66666666666666,130.71644073638126,0.5885299629941569,0.6928433254578512
PL,2008,15,1230.0,432.42307325779257,702.6,409.28034401862004,0.3515634741933273,0.5825225505531171
HU,2019,9,827.0,489.92397369387834,345.6666666666667,179.3753048777897,0.5924110927374587,0.5189256650273568
ES,1990,19,756.1052631578947,778.6203535554155,361.2631578947368,426.548921527344,1.0297777194454194,1.1807152548105386
BG,2010,6,683.0,142.63519902184032,464.1666666666667,128.11466218457068,0.208836308963163,0.2760100442037429
CZ,2022,8,1190.125,534.8285272603067,404.875,162.00655850921592,0.4493885325157498,0.40013969375539593
ES,2016,19,838.1052631578947,824.6260361007314,533.578947368421,570.5306804282671,0.9839170237323472,1.0692526068393249
IT,2001,19,766.0,527.348082389611,509.7368421052632,392.22157033227796,0.688443971788004,0.7694589402491772
TR,2022,26,409.65384615384613,266.0838878711287,215.26923076923077,237.58645713799555,0.6495334789831327,1.1036712320149873
UA,2021,24,822.2083333333334,309.5761449025968,424.22727272727275,341.1276722058601,0.3765178876836935,0.8041153743200388
IE,2024,3,560.0,172.71074083565273,53.0,,0.3084120372065227,
NL,2022,12,253.58333333333334,149.24138978260163,188.66666666666666,131.69616086993116,0.5885299629941569,0.6980361883565256
BG,2015,6,669.8333333333334,131.97335589681225,476.3333333333333,111.03633039085301,0.1970241690422676,0.23310636191221767
SE,2010,8,1393.75,533.1246838887022,995.625,396.52452185025254,0.3825109839560195,0.3982669397114903
SK,2005,4,914.75,450.5569701306743,389.0,189.33568073662187,0.4925465647779987,0.48672411500416934
DE,2006,9,1197.5555555555557,909.0757821973797,,,0.7591094859692351,
IT,1997,19,765.5263157894736,526.3145836243497,485.57894736842104,374.7587840182408,0.6875199098564898,0.7717772486826985
RO,2022,8,1326.875,467.8227495537172,504.0,157.32586745805207,0.35257484657840205,0.3121544989247065
ES,2012,19,838.0526315789474,801.2632715963941,508.10526315789474,530.4385915591029,0.9561013728776919,1.043954137106169
IT,2005,20,808.25,508.03386490935503,597.3157894736842,392.6062563365743,0.6285603030118837,0.657284242699349
BG,2014,6,670.5,132.87249527272377,476.8333333333333,111.17448748101637,0.19816926960883485,0.23315166895704237
NL,2019,12,253.41666666666666,149.25357211095078,185.33333333333334,130.2335896717428,0.5889650987607398,0.7026992248475331
UA,2020,24,824.625,310.4836077028446,424.27272727272725,341.1029982443066,0.3765149100534723,0.8039710693566259
DE,2005,9,1201.3333333333333,915.224562607451,617.7777777777778,498.8857027861636,0.7618406458996541,0.8075487994740058
HR,2024,4,654.25,452.802661211261,253.25,162.31322599632273,0.692094247170441,0.6409209318709683
PL,2022,17,1138.5882352941176,378.2105992075594,711.2941176470588,373.6759566633038,0.332175045801225,0.5253466145613765
TR,2003,26,334.5,217.30370452433618,70.08,103.13782041520948,0.6496373827334415,1.4717154739613225
IT,2006,20,811.85,509.4092837994344,602.2105263157895,397.3212496690763,0.627467246165467,0.6597713462430038
HU,2013,6,1168.1666666666667,220.38731058449503,394.3333333333333,86.75405850256612,0.18866084512868742,0.2200018389752311
CZ,2009,8,1197.25,534.5098555819956,394.125,166.55538546853242,0.44644798962789356,0.4225953326191752
HU,2004,6,1155.0,256.2748524533767,382.0,47.48894608222002,0.22188298913712268,0.12431661278068068
IT,2016,20,836.15,537.2147737710634,667.2222222222222,419.05152786565037,0.642486125421352,0.6280539135371946
FR,2016,27,1057.1851851851852,691.4864722541876,596.2592592592592,508.85864688253304,0.6540826356103931,0.8534184400166713
RO,2015,8,1346.25,521.8461048459183,503.75,157.1493829813804,0.3876294186413506,0.3119590729158916
FI,2008,4,1479.75,1074.7968412681532,766.75,410.81656490458124,0.7263367739605698,0.5357894553695223
HU,2023,9,826.3333333333334,480.63629700637466,374.22222222222223,182.2126352491628,0.5816494114639468,0.48691024858743026
TR,2000,26,333.5,217.40896945618414,70.08,103.13782041520948,0.6519009578896076,1.4717154739613225
IT,1999,19,768.2631578947369,529.513701648898,499.63157894736844,391.8867765235707,0.6892347969671206,0.7843514962549081
TR,2014,26,387.96153846153845,258.5518873679681,112.38461538461539,164.18795983215745,0.6664369060738744,1.4609469389582799
EL,2024,13,139.84615384615384,172.6228288078985,56.76923076923077,86.30194459585277,1.2343766636428386,1.5202239562955095
CZ,2003,8,1200.25,535.8130670832346,,,0.44641788550988093,
FR,2009,25,1187.96,677.6996925876042,618.76,470.50941187894074,0.570473494551672,0.7604069621160721
SE,1992,6,1362.5,627.9632951056932,909.6666666666666,450.2868715237728,0.46089049182069225,0.4950020573731471
FR,2023,27,1036.8148148148148,671.9805993672181,622.2962962962963,520.1500386216102,0.6481201751416336,0.8358559125570453
PT,2012,5,508.4,309.91256831564607,326.2,225.2614037068934,0.6095841233588633,0.6905622431235235
IE,2020,3,560.0,172.71074083565273,53.0,,0.3084120372065227,
TR,1992,26,324.2307692307692,212.30436786694855,43.095238095238095,90.37472255111201,0.6547940171459861,2.0970930094733173
NO,2009,3,711.0,239.19239118333175,229.66666666666666,220.52966542697456,0.3364168652367535,0.960216250044882
PL,1999,15,1396.2666666666667,504.3658630493581,706.1333333333333,450.2184972189561,0.36122459633978093,0.6375828416053948
PT,2022,7,361.0,225.96754929266578,256.0,181.07364984079453,0.6259488900073844,0.7073189446906036
RO,1998,8,1376.25,518.0374365953543,491.125,199.37863297182645,0.37641230633631556,0.40596311116686473
BG,2005,6,692.3333333333334,136.82641070592572,480.0,135.52416758644932,0.19763082913710986,0.28234201580510276
AT,1996,9,624.3333333333334,627.0779457132901,375.6666666666667,288.02690846516407,1.0043960689481422,0.7667087181858848
DE,1991,4,539.75,531.4379079440984,154.75,88.67308873985763,0.9846001073535866,0.5730086509845405
NL,2014,12,252.75,152.2952425688042,192.25,141.79442545780526,0.6025528885016982,0.7375522780640066
RO,2016,8,1346.75,522.3391755226812,503.75,157.1493829813804,0.3878516246687813,0.3119590729158916
BG,2024,6,670.8333333333334,130.61763535857884,500.1666666666667,109.65840901028369,0.19470951854694982,0.21924373677497572
NO,2005,3,685.0,207.8773676954757,207.66666666666666,183.56016270785264,0.3034706097744171,0.8839173164102053
IT,2020,20,835.45,538.3351015668097,634.0,437.87999370705313,0.644365433678628,0.6906624506420397
RO,2018,8,1345.625,521.4983735079416,503.625,157.32399462801052,0.38755104394459194,0.31238321097644184
EL,1993,13,191.07692307692307,188.9852117399937,0.0,0.0,0.9890530405072134,
SE,2007,8,1376.75,525.0852311768062,981.25,409.8033500525413,0.3813947566201607,0.41763398731469176
